Region_Comercial,Subregion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES-CUOTA, AL-CUOTA ,AL-VENTA-2017,AL-VENTA-2018,AL-VENTA-2019,YEAR-2018,YEAR-2019
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,5259.31,5287.93,6791.22,6018.89,4768.68,29606.67,24427.07
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,539.20,542.92,440.11,535.04,514.26,2415.43,1995.74
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,102.61,106.82,191.27,119.94,77.14,629.01,510.13
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,0.00,0.00,9.51
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,82.34,83.57,79.78,103.56,76.08,507.74,355.05
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1338.78,1351.35,1513.34,1052.09,1430.52,5927.75,6570.89
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,6.84,6.85,17.44,10.04,4.23,42.27,33.29
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,68.51,68.51,38.57,36.46,79.25,140.28,301.17
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,25.46,25.46,24.30,29.59,19.02,112.01,103.56
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,62.36,62.50,134.33,41.61,21.40,335.24,244.89
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2.85,2.91,14.79,6.34,6.34,19.02,14.79
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,50.19,50.48,64.99,46.49,44.38,246.21,184.92
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,727.62,739.30,835.33,499.30,723.98,2734.24,3600.88
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,27.59,27.59,15.32,7.93,25.89,34.87,88.76
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,44.87,44.88,17.70,9.51,33.29,65.78,183.08
REGION SUR,Sub. Tacna,VTA AL PASO MAS OTROS,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1.50,1.50,8.19,7.93,0.00,17.44,1.59
REGION SUR,Sub. Tacna,VTA AL PASO MAS OTROS,HORIZONTAL,MIXTOS,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,0.00,2.38,0.00
REGION SUR,Sub. Tacna,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,791.77,790.70,1063.04,701.65,579.07,3033.26,2034.68
REGION SUR,Sub. Tacna,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,2028.76,2022.88,2125.18,1498.28,1535.53,6234.86,5843.35
REGION SUR,Sub. Tacna,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,131.01,131.01,46.85,83.48,122.05,380.06,349.76
REGION SUR,Sub. Tacna,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,14.56,14.56,44.65,25.36,19.81,91.14,68.42
REGION SUR,Sub. Tacna,VTA AL PASO MAS OTROS,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,75.06,75.06,200.77,97.22,63.40,522.01,178.58
REGION SUR,Sub. Tacna,VTA AL PASO MAS OTROS,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,137.53,137.53,202.10,125.22,70.14,664.94,403.40
REGION SUR,Sub. Tacna,VTA AL PASO MAS OTROS,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,8.03,7.94,140.01,30.64,25.36,183.87,54.95
REGION SUR,Sub. Tacna,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,678.75,678.75,743.39,469.17,473.40,2022.52,1629.96
REGION SUR,Sub. Tacna,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1681.41,1678.50,1764.58,1133.72,1248.64,4626.81,4655.74
REGION SUR,Sub. Tacna,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,126.56,126.57,89.82,85.24,89.82,376.36,324.93
REGION SUR,Sub. Tacna,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,12.65,12.65,46.76,19.81,9.51,69.74,48.87
REGION SUR,Sub. Tacna,VERTICAL,VERTICAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,16.71,16.71,3.17,3.43,19.02,19.29,44.38
REGION SUR,Sub. Tacna,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,787.62,787.62,1021.30,691.08,867.56,3450.13,3323.35
REGION SUR,Sub. Tacna,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1458.46,1458.46,2073.27,874.96,2483.40,4921.24,9322.97
REGION SUR,Sub. Tacna,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,95.46,95.46,30.64,128.04,133.32,440.82,580.30
REGION SUR,Sub. Tacna,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,29.82,29.81,38.04,22.46,32.76,106.47,146.09
REGION SUR,Sub. Tacna,VERTICAL,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,89.66,89.66,152.16,193.90,87.71,654.63,362.98
REGION SUR,Sub. Tacna,VERTICAL,VERTICAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,101.62,101.62,102.24,97.88,104.61,485.43,358.23
REGION SUR,Sub. Tacna,VERTICAL,VERTICAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3.86,3.86,59.18,2.11,5.28,48.61,14.79
REGION SUR,Sub. Tacna,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,635.52,635.52,790.41,429.55,732.29,2444.68,2925.47
REGION SUR,Sub. Tacna,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1491.12,1491.12,1481.24,616.19,1769.33,3670.22,7154.59
REGION SUR,Sub. Tacna,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,90.56,90.56,47.55,112.71,169.78,456.14,533.28
REGION SUR,Sub. Tacna,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,15.30,15.30,34.87,14.27,15.85,66.57,106.47
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,45.41,45.41,44.38,12.68,55.48,107.79,128.39
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,MIXTOS,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,MIXTOS FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,0.00,26.15,0.00
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3951.43,3952.52,5341.62,5627.98,4611.99,19983.26,16755.63
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,7860.78,7866.66,8151.60,8741.25,7664.59,34445.88,31709.25
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,433.20,433.19,278.79,563.22,514.43,2035.19,1801.14
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,75.99,75.99,226.67,150.58,66.57,616.86,357.44
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,669.77,669.75,1364.73,1363.67,671.00,5754.79,2765.91
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,642.54,642.52,905.87,1178.89,590.44,5057.16,2612.98
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,207.14,207.19,462.83,116.24,230.36,617.11,693.20
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3406.88,3406.89,3910.32,3827.37,3981.65,13543.20,14123.85
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,6277.84,6280.73,6418.33,6439.73,6477.77,24489.68,26715.11
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,474.87,474.86,351.17,484.49,529.40,1837.06,1784.94
REGION SUR,Sub. Tacna,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,69.09,69.09,213.19,104.35,83.48,494.81,348.46
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3.01,3.00,3.17,3.17,4.76,11.10,9.51
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,375.49,375.48,838.49,530.99,458.08,1941.69,1627.86
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,2560.00,2560.00,3029.06,2532.14,2412.47,10799.46,9801.26
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,81.34,81.35,25.89,95.10,61.29,318.59,236.70
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,20.94,20.94,68.42,38.83,26.15,150.58,89.56
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,28.16,28.16,115.18,71.33,33.81,306.97,107.78
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,118.33,118.33,154.54,154.54,117.69,752.91,455.31
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,20.26,20.27,15.32,9.51,12.68,28.53,33.81
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,323.46,323.46,578.01,329.69,356.64,1282.31,1292.34
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1632.33,1632.33,1706.32,1453.90,1512.95,6360.08,6271.71
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,68.81,68.81,32.23,76.08,53.89,245.68,191.26
REGION SUR,Sub. Tacna,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,14.20,14.21,43.59,19.02,21.40,79.25,73.71
REGION SUR,Sub. Puno,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.00,0.00,0.00,4.23,2.11,25.36,3.17
REGION SUR,Sub. Puno,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,186.11,186.11,320.98,256.78,190.60,922.51,510.00
REGION SUR,Sub. Puno,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,38.11,38.12,17.44,23.78,13.21,101.44,76.61
REGION SUR,Sub. Puno,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3.15,3.15,14.27,33.29,3.17,107.79,7.93
REGION SUR,Sub. Puno,VTA AL PASO MAS OTROS,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.00,0.00,0.00,4.23,0.00,4.23,0.00
REGION SUR,Sub. Puno,VTA AL PASO MAS OTROS,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,37.69,37.69,52.31,72.52,34.87,250.84,140.67
REGION SUR,Sub. Puno,VTA AL PASO MAS OTROS,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.00,0.00,16.91,0.00,2.11,16.91,14.79
REGION SUR,Sub. Puno,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,2.11,6.87,3.17
REGION SUR,Sub. Puno,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,59.93,59.93,151.37,141.47,157.32,531.39,296.01
REGION SUR,Sub. Puno,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,9.06,9.06,13.21,13.21,17.44,54.95,38.04
REGION SUR,Sub. Puno,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3.17,3.17,9.51,14.53,1.59,55.74,14.27
REGION SUR,Sub. Puno,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,233.21,233.21,97.22,192.32,167.49,739.69,650.93
REGION SUR,Sub. Puno,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,5461.26,5461.25,4685.46,4725.88,5023.47,18891.62,20776.26
REGION SUR,Sub. Puno,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,486.34,486.34,309.79,499.64,524.12,1943.27,1868.07
REGION SUR,Sub. Puno,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,537.74,537.77,462.06,506.17,504.06,2016.51,1838.98
REGION SUR,Sub. Puno,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,24.83,24.84,16.91,35.93,0.00,136.31,57.06
REGION SUR,Sub. Puno,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,689.15,689.15,767.96,928.45,633.23,3376.98,2610.21
REGION SUR,Sub. Puno,TRADICIONAL,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,151.54,151.57,183.87,45.97,42.80,248.32,245.68
REGION SUR,Sub. Puno,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,113.90,113.90,44.38,105.67,103.03,419.51,356.64
REGION SUR,Sub. Puno,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,2630.22,2630.24,2369.28,2180.26,2378.39,8804.65,9689.51
REGION SUR,Sub. Puno,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,354.46,354.46,210.64,250.44,307.50,1020.24,1195.83
REGION SUR,Sub. Puno,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,206.72,206.72,197.87,210.03,198.40,868.90,776.17
REGION SUR,Sub. Puno,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,30.84,30.84,6.34,33.81,8.45,90.88,49.67
REGION SUR,Sub. Puno,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,546.35,546.35,394.68,548.43,252.03,1898.91,1122.62
REGION SUR,Sub. Puno,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,30.32,30.32,21.13,69.21,25.36,213.81,86.65
REGION SUR,Sub. Puno,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,80.75,80.75,18.23,68.16,20.61,248.86,152.17
REGION SUR,Sub. Puno,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2.74,2.75,0.00,4.23,0.00,26.42,8.45
REGION SUR,Sub. Puno,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,67.06,67.07,38.04,68.16,19.02,271.05,122.45
REGION SUR,Sub. Puno,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,4.97,4.96,4.23,8.45,0.00,27.47,6.34
REGION SUR,Sub. Puno,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,15.39,15.39,2.11,14.79,8.45,53.89,33.81
REGION SUR,Sub. Puno,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,326.55,326.55,178.32,304.33,128.79,1132.53,641.16
REGION SUR,Sub. Puno,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,37.21,37.21,16.91,45.97,26.42,124.69,97.22
